title,year,certificate,runtime,genre,rating,metascore
Special 26,(2013),Not Rated,144 min,"Crime, Drama, Thriller ",8.0,
Short Term 12,(2013),R,96 min,Drama ,8.0,82
The Raid 2,(2014),R,150 min,"Action, Crime, Thriller ",8.0,71
The Imitation Game,(2014),PG-13,114 min,"Biography, Drama, Thriller ",8.0,73
Guardians of the Galaxy,(2014),PG-13,121 min,"Action, Adventure, Comedy ",8.0,76
Blade Runner 2049,(2017),R,164 min,"Action, Drama, Mystery ",8.0,81
Her,(2013),R,126 min,"Drama, Romance, Sci-Fi ",8.0,90
Bohemian Rhapsody,(2018),PG-13,134 min,"Biography, Drama, Music ",8.0,49
The Revenant,(2015),R,156 min,"Action, Adventure, Drama ",8.0,76
The Perks of Being a Wallflower,(2012),PG-13,103 min,"Drama, Romance ",8.0,67
Elite Squad 2: The Enemy Within,(2010),Not Rated,115 min,"Action, Crime, Drama ",8.0,71
The King's Speech,(2010),R,118 min,"Biography, Drama, History ",8.0,88
The Help,(2011),PG-13,146 min,Drama ,8.0,62
Deadpool,(2016),R,108 min,"Action, Adventure, Comedy ",8.0,65
Darbareye Elly,(2009),TV-PG,119 min,"Drama, Mystery, Thriller ",8.0,87
Dev.D,(2009),Not Rated,144 min,"Drama, Romance ",8.0,
Ip Man,(2008),R,106 min,"Action, Biography, Drama ",8.0,59
My Name Is Khan,(2010),PG-13,165 min,Drama ,8.0,50
The Breath,(2009),,128 min,"Action, Drama, Thriller ",8.0,
Slumdog Millionaire,(2008),R,120 min,"Drama, Romance ",8.0,84
Black Swan,(2010),R,108 min,"Drama, Thriller ",8.0,79
The Avengers,(2012),PG-13,143 min,"Action, Adventure, Sci-Fi ",8.0,69
Persepolis,(2007),PG-13,96 min,"Animation, Biography, Drama ",8.0,90
Dallas Buyers Club,(2013),R,117 min,"Biography, Drama ",8.0,80
The Pursuit of Happyness,(2006),PG-13,117 min,"Biography, Drama ",8.0,64
Blood Diamond,(2006),R,143 min,"Adventure, Drama, Thriller ",8.0,64
The Bourne Ultimatum,(2007),PG-13,115 min,"Action, Mystery, Thriller ",8.0,85
3-Iron,(2004),R,88 min,"Crime, Drama, Romance ",8.0,72
Sin City,(2005),R,124 min,"Crime, Thriller ",8.0,74
The Diving Bell and the Butterfly,(2007),PG-13,112 min,"Biography, Drama ",8.0,92
G.O.R.A.,(2004),,127 min,"Adventure, Comedy, Sci-Fi ",8.0,
Ratatouille,(2007),G,111 min,"Animation, Adventure, Comedy ",8.0,96
Casino Royale,(2006),PG-13,144 min,"Action, Adventure, Thriller ",8.0,80
Kill Bill: Vol. 2,(2004),R,137 min,"Action, Crime, Thriller ",8.0,83
The Return,(2003),Not Rated,110 min,Drama ,8.0,82
"Spring, Summer, Fall, Winter... and Spring",(2003),R,103 min,"Drama, Romance ",8.0,85
The Sea Inside,(I) (2004),PG-13,126 min,"Biography, Drama ",8.0,74
Cinderella Man,(2005),PG-13,144 min,"Biography, Drama, History ",8.0,69
Kal ho naa ho,(2003),Not Rated,186 min,"Comedy, Drama, Musical ",8.0,54
Infernal Affairs,(2002),R,101 min,"Action, Crime, Drama ",8.0,75
Pirates of the Caribbean: The Curse of the Black Pearl,(2003),PG-13,143 min,"Action, Adventure, Fantasy ",8.0,63
Big Fish,(2003),PG-13,125 min,"Adventure, Drama, Fantasy ",8.0,58
The Incredibles,(2004),PG,115 min,"Animation, Action, Adventure ",8.0,90
My Sassy Girl,(2001),Not Rated,137 min,"Comedy, Drama, Romance ",8.0,
Dogville,(2003),R,178 min,"Crime, Drama ",8.0,60
Vizontele,(2001),,110 min,"Comedy, Drama ",8.0,
Donnie Darko,(2001),R,113 min,"Drama, Mystery, Sci-Fi ",8.0,88
"Monsters, Inc.",(2001),G,92 min,"Animation, Adventure, Comedy ",8.0,79
Magnolia,(1999),R,188 min,Drama ,8.0,77
Dancer in the Dark,(2000),R,140 min,"Crime, Drama, Musical ",8.0,61
Mulholland Drive,(2001),R,147 min,"Drama, Mystery, Thriller ",8.0,85
The Straight Story,(1999),G,112 min,"Biography, Drama ",8.0,86
Perfect Blue,(1997),R,81 min,"Animation, Crime, Mystery ",8.0,
The Celebration,(1998),R,105 min,Drama ,8.0,82
Central Station,(1998),R,110 min,Drama ,8.0,80
The Iron Giant,(1999),PG,86 min,"Animation, Action, Adventure ",8.0,85
Knockin' on Heaven's Door,(1997),Not Rated,87 min,"Action, Crime, Comedy ",8.0,
Sling Blade,(1996),R,135 min,Drama ,8.0,84
Secrets & Lies,(1996),R,136 min,"Comedy, Drama ",8.0,91
12 Monkeys,(1995),R,129 min,"Mystery, Sci-Fi, Thriller ",8.0,74
Ghost in the Shell,(1995),TV-MA,83 min,"Animation, Action, Crime ",8.0,76
The Nightmare Before Christmas,(1993),PG,76 min,"Animation, Family, Fantasy ",8.0,82
Groundhog Day,(1993),PG,101 min,"Comedy, Fantasy, Romance ",8.0,72
"Blood In, Blood Out",(1993),R,180 min,"Crime, Drama ",8.0,47
Scent of a Woman,(1992),R,156 min,Drama ,8.0,59
Aladdin,(1992),G,90 min,"Animation, Adventure, Comedy ",8.0,86
JFK,(1991),R,189 min,"Drama, History, Thriller ",8.0,72
Beauty and the Beast,(1991),G,84 min,"Animation, Family, Fantasy ",8.0,95
Dances with Wolves,(1990),PG-13,181 min,"Adventure, Drama, Western ",8.0,72
Do the Right Thing,(1989),R,120 min,"Comedy, Drama ",8.0,93
Rain Man,(1988),R,133 min,Drama ,8.0,65
Akira,(1988),R,124 min,"Animation, Action, Sci-Fi ",8.0,
The Princess Bride,(1987),PG,98 min,"Adventure, Family, Fantasy ",8.0,77
Wings of Desire,(1987),PG-13,128 min,"Drama, Fantasy, Romance ",8.0,79
Au Revoir les Enfants,(1987),PG,104 min,"Drama, War ",8.0,88
Castle in the Sky,(1986),PG,125 min,"Animation, Adventure, Drama ",8.0,78
The Terminator,(1984),R,107 min,"Action, Sci-Fi ",8.0,84
Gandhi,(1982),PG,191 min,"Biography, Drama, History ",8.0,79
Kagemusha,(1980),PG,162 min,"Drama, History, War ",8.0,84
Being There,(1979),PG,130 min,"Comedy, Drama ",8.0,83
Annie Hall,(1977),PG,93 min,"Comedy, Romance ",8.0,92
All the President's Men,(1976),PG,138 min,"Biography, Drama, History ",8.0,84
Jaws,(1975),PG,124 min,"Adventure, Thriller ",8.0,87
Dog Day Afternoon,(1975),R,125 min,"Biography, Crime, Drama ",8.0,86
Young Frankenstein,(1974),PG,106 min,Comedy ,8.0,80
Papillon,(1973),R,151 min,"Biography, Crime, Drama ",8.0,58
The Exorcist,(1973),R,122 min,Horror ,8.0,81
Sleuth,(1972),PG,138 min,"Mystery, Thriller ",8.0,
The Last Picture Show,(1971),R,118 min,"Drama, Romance ",8.0,93
Fiddler on the Roof,(1971),G,181 min,"Drama, Family, Musical ",8.0,67
The Conformist,(1970),R,113 min,Drama ,8.0,100
Butch Cassidy and the Sundance Kid,(1969),PG,110 min,"Biography, Crime, Drama ",8.0,66
Rosemary's Baby,(1968),Approved,137 min,"Drama, Horror ",8.0,96
Planet of the Apes,(1968),G,112 min,"Adventure, Sci-Fi ",8.0,79
The Graduate,(1967),PG,106 min,"Comedy, Drama, Romance ",8.0,83
Who's Afraid of Virginia Woolf?,(1966),Not Rated,131 min,Drama ,8.0,75
The Sound of Music,(1965),G,172 min,"Biography, Drama, Family ",8.0,63
Doctor Zhivago,(1965),PG-13,197 min,"Drama, Romance, War ",8.0,69
A Fistful of Dollars,(1964),R,99 min,"Action, Drama, Western ",8.0,65
8½,(1963),Not Rated,138 min,Drama ,8.0,91
Vivre Sa Vie,(1962),Not Rated,85 min,Drama ,8.0,
The Hustler,(1961),Not Rated,134 min,"Drama, Sport ",8.0,90
La Dolce Vita,(1960),Not Rated,174 min,"Comedy, Drama ",8.0,95
Rio Bravo,(1959),Passed,141 min,"Action, Drama, Western ",8.0,93
Anatomy of a Murder,(1959),Not Rated,161 min,"Crime, Drama, Mystery ",8.0,95
Touch of Evil,(1958),PG-13,95 min,"Crime, Drama, Film-Noir ",8.0,99
Cat on a Hot Tin Roof,(1958),Not Rated,108 min,Drama ,8.0,84
The Killing,(1956),Approved,84 min,"Crime, Drama, Film-Noir ",8.0,91
The Night of the Hunter,(1955),Not Rated,92 min,"Crime, Drama, Film-Noir ",8.0,99
La Strada,(1954),Not Rated,108 min,Drama ,8.0,
Diabolique,(1955),Not Rated,117 min,"Crime, Drama, Horror ",8.0,
Stalag 17,(1953),Not Rated,120 min,"Comedy, Drama, War ",8.0,84
Roman Holiday,(1953),Not Rated,118 min,"Comedy, Romance ",8.0,78
A Streetcar Named Desire,(1951),PG,122 min,Drama ,8.0,97
In a Lonely Place,(1950),Not Rated,94 min,"Drama, Film-Noir, Mystery ",8.0,
Kind Hearts and Coronets,(1949),Not Rated,106 min,"Comedy, Crime ",8.0,
Rope,(1948),Approved,80 min,"Crime, Drama, Mystery ",8.0,73
Out of the Past,(1947),Not Rated,97 min,"Crime, Drama, Film-Noir ",8.0,
Brief Encounter,(1945),Not Rated,86 min,"Drama, Romance ",8.0,92
Laura,(1944),Passed,88 min,"Drama, Film-Noir, Mystery ",8.0,
The Best Years of Our Lives,(1946),Approved,170 min,"Drama, Romance, War ",8.0,93
Arsenic and Old Lace,(1944),Not Rated,118 min,"Comedy, Crime, Thriller ",8.0,
The Maltese Falcon,(1941),Not Rated,100 min,"Film-Noir, Mystery ",8.0,96
The Grapes of Wrath,(1940),Passed,129 min,"Drama, History ",8.0,96
The Wizard of Oz,(1939),PG,102 min,"Adventure, Family, Fantasy ",8.0,92
The Rules of the Game,(1939),Not Rated,110 min,"Comedy, Drama ",8.0,
The Thin Man,(1934),TV-PG,91 min,"Comedy, Crime, Mystery ",8.0,86
All Quiet on the Western Front,(1930),Passed,152 min,"Drama, War ",8.0,91
Battleship Potemkin,(1925),Not Rated,66 min,"Drama, History, Thriller ",8.0,97
Knives Out,(2019),PG-13,130 min,"Comedy, Crime, Drama ",7.9,82
Dil Bechara,(2020),,101 min,"Comedy, Drama, Romance ",7.9,
Call Me by Your Name,(2017),R,132 min,"Drama, Romance ",7.9,93
"I, Daniel Blake",(2016),R,100 min,Drama ,7.9,78
Isle of Dogs,(2018),PG-13,101 min,"Animation, Adventure, Comedy ",7.9,82
Dunkirk,(2017),PG-13,106 min,"Action, Drama, History ",7.9,94
Hunt for the Wilderpeople,(2016),PG-13,101 min,"Adventure, Comedy, Drama ",7.9,81
Captain Fantastic,(2016),R,118 min,"Comedy, Drama ",7.9,72
Sing Street,(2016),PG-13,106 min,"Comedy, Drama, Music ",7.9,79
Thor: Ragnarok,(2017),PG-13,130 min,"Action, Adventure, Comedy ",7.9,74
Nightcrawler,(2014),R,117 min,"Crime, Drama, Thriller ",7.9,76
Jojo Rabbit,(2019),PG-13,108 min,"Comedy, Drama, War ",7.9,58
Arrival,(II) (2016),PG-13,116 min,"Drama, Mystery, Sci-Fi ",7.9,81
Star Wars: Episode VII - The Force Awakens,(2015),PG-13,138 min,"Action, Adventure, Sci-Fi ",7.9,80
Before Midnight,(2013),R,109 min,"Drama, Romance ",7.9,94
X-Men: Days of Future Past,(2014),PG-13,132 min,"Action, Adventure, Sci-Fi ",7.9,75
Once Upon a Time in Anatolia,(2011),Not Rated,157 min,"Crime, Drama ",7.9,82
The Artist,(I) (2011),PG-13,100 min,"Comedy, Drama, Romance ",7.9,89
Edge of Tomorrow,(2014),PG-13,113 min,"Action, Adventure, Sci-Fi ",7.9,71
Amour,(2012),PG-13,127 min,"Drama, Romance ",7.9,94
The Irishman,(2019),R,209 min,"Biography, Crime, Drama ",7.9,94
A Prophet,(2009),R,155 min,"Crime, Drama ",7.9,90
Moon,(2009),R,97 min,"Drama, Mystery, Sci-Fi ",7.9,67
Let the Right One In,(2008),R,114 min,"Crime, Drama, Fantasy ",7.9,82
District 9,(2009),R,112 min,"Action, Sci-Fi, Thriller ",7.9,81
The Wrestler,(2008),R,109 min,"Drama, Sport ",7.9,80
Jab We Met,(2007),Not Rated,138 min,"Comedy, Drama, Romance ",7.9,
The Trial of the Chicago 7,(2020),R,129 min,"Drama, History, Thriller ",7.9,76
Boyhood,(I) (2014),R,165 min,Drama ,7.9,100
"4 Months, 3 Weeks and 2 Days",(2007),Not Rated,113 min,Drama ,7.9,97
Star Trek,(2009),PG-13,127 min,"Action, Adventure, Sci-Fi ",7.9,82
In Bruges,(2008),R,107 min,"Comedy, Crime, Drama ",7.9,67
The Man from Earth,(2007),Not Rated,87 min,"Drama, Fantasy, Sci-Fi ",7.9,
Letters from Iwo Jima,(2006),R,141 min,"Action, Adventure, Drama ",7.9,89
The Fall,(2006),R,117 min,"Adventure, Drama, Fantasy ",7.9,64
Life of Pi,(2012),PG,127 min,"Adventure, Drama, Fantasy ",7.9,79
Fantastic Mr. Fox,(2009),PG,87 min,"Animation, Adventure, Comedy ",7.9,83
C.R.A.Z.Y.,(2005),Not Rated,129 min,"Comedy, Drama ",7.9,81
The Chorus,(2004),PG-13,97 min,"Drama, Music ",7.9,56
Iron Man,(2008),PG-13,126 min,"Action, Adventure, Sci-Fi ",7.9,79
Shaun of the Dead,(2004),R,99 min,"Comedy, Horror ",7.9,76
Head-On,(2004),R,121 min,"Drama, Romance ",7.9,78
Mystic River,(2003),R,138 min,"Crime, Drama, Mystery ",7.9,84
Harry Potter and the Prisoner of Azkaban,(2004),PG,142 min,"Adventure, Family, Fantasy ",7.9,82
Hero,(2002),PG-13,120 min,"Action, Adventure, History ",7.9,85
Talk to Her,(2002),R,112 min,"Drama, Mystery, Romance ",7.9,86
No Man's Land,(I) (2001),R,98 min,"Comedy, Drama, War ",7.9,84
Cowboy Bebop: The Movie,(2001),,115 min,"Animation, Action, Crime ",7.9,61
The Bourne Identity,(2002),PG-13,119 min,"Action, Mystery, Thriller ",7.9,68
Nine Queens,(2000),R,114 min,"Crime, Drama, Thriller ",7.9,80
Children of Men,(2006),R,109 min,"Adventure, Drama, Sci-Fi ",7.9,84
Almost Famous,(2000),R,122 min,"Adventure, Comedy, Drama ",7.9,90
Toy Story 2,(1999),G,92 min,"Animation, Adventure, Comedy ",7.9,88
Boogie Nights,(1997),R,155 min,Drama ,7.9,85
Whisper of the Heart,(1995),G,111 min,"Animation, Drama, Family ",7.9,75
Once Were Warriors,(1994),R,102 min,"Crime, Drama ",7.9,77
True Romance,(1993),R,119 min,"Crime, Drama, Romance ",7.9,59
Three Colors: Blue,(1993),R,94 min,"Drama, Music, Mystery ",7.9,85
Ninja Scroll,(1993),Not Rated,94 min,"Animation, Action, Adventure ",7.9,
Carlito's Way,(1993),R,144 min,"Crime, Drama, Thriller ",7.9,65
Edward Scissorhands,(1990),PG-13,105 min,"Drama, Fantasy, Romance ",7.9,74
My Left Foot,(1989),R,103 min,"Biography, Drama ",7.9,97
Crimes and Misdemeanors,(1989),PG-13,104 min,"Comedy, Drama ",7.9,77
The Untouchables,(1987),R,119 min,"Crime, Drama, Thriller ",7.9,79
Hannah and Her Sisters,(1986),PG-13,107 min,"Comedy, Drama ",7.9,90
Brazil,(1985),R,132 min,"Drama, Sci-Fi ",7.9,84
This Is Spinal Tap,(1984),R,82 min,"Comedy, Music ",7.9,92
A Christmas Story,(1983),PG,93 min,"Comedy, Family ",7.9,77
The Blues Brothers,(1980),R,133 min,"Action, Adventure, Comedy ",7.9,60
Manhattan,(1979),R,96 min,"Comedy, Drama, Romance ",7.9,83
All That Jazz,(1979),R,123 min,"Drama, Music, Musical ",7.9,72
Dawn of the Dead,(1978),Unrated,127 min,"Action, Adventure, Horror ",7.9,71
The Holy Mountain,(1973),R,114 min,"Adventure, Drama, Fantasy ",7.9,76
Amarcord,(1973),R,123 min,"Comedy, Drama ",7.9,
The Discreet Charm of the Bourgeoisie,(1972),PG,102 min,Comedy ,7.9,93
"Aguirre, the Wrath of God",(1972),Not Rated,95 min,"Action, Adventure, Biography ",7.9,
Harold and Maude,(1971),PG,91 min,"Comedy, Drama, Romance ",7.9,62
Patton,(1970),GP,172 min,"Biography, Drama, War ",7.9,91
The Wild Bunch,(1969),R,135 min,"Action, Adventure, Western ",7.9,97
Night of the Living Dead,(1968),Not Rated,96 min,"Horror, Thriller ",7.9,89
The Lion in Winter,(1968),PG,134 min,"Biography, Drama, History ",7.9,
In the Heat of the Night,(1967),Not Rated,110 min,"Crime, Drama, Mystery ",7.9,75
Charade,(1963),Passed,113 min,"Comedy, Mystery, Romance ",7.9,83
The Manchurian Candidate,(1962),PG-13,126 min,"Drama, Thriller ",7.9,94
Spartacus,(1960),PG-13,197 min,"Adventure, Biography, Drama ",7.9,87
L'Avventura,(1960),Not Rated,144 min,"Drama, Mystery ",7.9,
Hiroshima Mon Amour,(1959),Not Rated,90 min,"Drama, Romance ",7.9,
The Ten Commandments,(1956),G,220 min,"Adventure, Drama ",7.9,
The Searchers,(1956),Passed,119 min,"Adventure, Drama, Western ",7.9,94
East of Eden,(1955),PG,118 min,Drama ,7.9,72
High Noon,(1952),PG,85 min,"Drama, Thriller, Western ",7.9,89
Strangers on a Train,(1951),PG,101 min,"Crime, Film-Noir, Thriller ",7.9,88
Harvey,(1950),Approved,104 min,"Comedy, Drama, Fantasy ",7.9,
Miracle on 34th Street,(1947),Not Rated,96 min,"Comedy, Drama, Family ",7.9,88
Notorious,(1946),Not Rated,102 min,"Drama, Film-Noir, Romance ",7.9,100
The Big Sleep,(1946),Not Rated,114 min,"Crime, Film-Noir, Mystery ",7.9,
The Lost Weekend,(1945),Passed,101 min,"Drama, Film-Noir ",7.9,
The Philadelphia Story,(1940),Not Rated,112 min,"Comedy, Romance ",7.9,96
His Girl Friday,(1940),Passed,92 min,"Comedy, Drama, Romance ",7.9,
Bringing Up Baby,(1938),Passed,102 min,"Comedy, Family, Romance ",7.9,91
The Adventures of Robin Hood,(1938),PG,102 min,"Action, Adventure, Romance ",7.9,97
A Night at the Opera,(1935),Passed,96 min,"Comedy, Music, Musical ",7.9,
King Kong,(1933),Passed,100 min,"Adventure, Horror, Sci-Fi ",7.9,90
Freaks,(1932),Not Rated,64 min,"Drama, Horror ",7.9,80
Nosferatu,(1922),Not Rated,94 min,"Fantasy, Horror ",7.9,
The Gentlemen,(2019),R,113 min,"Action, Comedy, Crime ",7.8,51
Tenet,(2020),PG-13,150 min,"Action, Sci-Fi ",7.8,69
The Salesman,(2016),PG-13,124 min,"Drama, Thriller ",7.8,85
Perfect Strangers,(2016),,96 min,"Comedy, Drama ",7.8,
Hidden Figures,(2016),PG,127 min,"Biography, Drama, History ",7.8,74
Paddington 2,(2017),PG,103 min,"Adventure, Comedy, Family ",7.8,88
Udta Punjab,(2016),TV-MA,148 min,"Action, Crime, Drama ",7.8,
Kubo and the Two Strings,(2016),PG,101 min,"Animation, Action, Adventure ",7.8,84
M.S. Dhoni: The Untold Story,(2016),Not Rated,184 min,"Biography, Drama, Sport ",7.8,
Manchester by the Sea,(2016),R,137 min,Drama ,7.8,96
Land of Mine,(2015),R,100 min,"Drama, History, War ",7.8,75
Rogue One: A Star Wars Story,(2016),PG-13,133 min,"Action, Adventure, Sci-Fi ",7.8,65
Captain America: Civil War,(2016),PG-13,147 min,"Action, Adventure, Sci-Fi ",7.8,75
The Hateful Eight,(2015),R,168 min,"Crime, Drama, Mystery ",7.8,68
Little Women,(2019),PG,135 min,"Drama, Romance ",7.8,91
Loving Vincent,(2017),PG-13,94 min,"Animation, Biography, Crime ",7.8,62
Pride,(I) (2014),R,119 min,"Biography, Comedy, Drama ",7.8,79
The Past,(2013),PG-13,130 min,"Drama, Mystery ",7.8,85
The Great Beauty,(2013),Not Rated,141 min,Drama ,7.8,86
The Lunchbox,(2013),PG,104 min,"Drama, Romance ",7.8,76
Vicky Donor,(2012),Not Rated,126 min,"Comedy, Romance ",7.8,
Big Hero 6,(2014),PG,102 min,"Animation, Action, Adventure ",7.8,74
About Time,(I) (2013),R,123 min,"Comedy, Drama, Fantasy ",7.8,55
English Vinglish,(2012),Not Rated,134 min,"Comedy, Drama, Family ",7.8,
The Broken Circle Breakdown,(2012),Not Rated,111 min,"Drama, Music, Romance ",7.8,70
The Wind Rises,(2013),PG-13,126 min,"Animation, Biography, Drama ",7.8,83
Toy Story 4,(2019),G,100 min,"Animation, Adventure, Comedy ",7.8,84
The Best Offer,(2013),R,131 min,"Crime, Drama, Mystery ",7.8,49
Moonrise Kingdom,(2012),PG-13,94 min,"Comedy, Drama, Romance ",7.8,84
How to Train Your Dragon 2,(2014),PG,102 min,"Animation, Action, Adventure ",7.8,76
The Big Short,(2015),R,130 min,"Biography, Comedy, Drama ",7.8,81
Confessions,(2010),Not Rated,106 min,"Drama, Thriller ",7.8,
I Saw the Devil,(2010),Not Rated,144 min,"Action, Crime, Drama ",7.8,67
The Girl with the Dragon Tattoo,(2011),R,158 min,"Crime, Drama, Mystery ",7.8,71
Captain Phillips,(2013),PG-13,134 min,"Adventure, Biography, Crime ",7.8,82
The Man from Nowhere,(2010),R,119 min,"Action, Crime, Drama ",7.8,
Straight Outta Compton,(2015),R,147 min,"Biography, Drama, History ",7.8,72
Mother,(2009),R,129 min,"Crime, Drama, Mystery ",7.8,79
The Chaser,(2008),Not Rated,125 min,"Action, Crime, Thriller ",7.8,64
The Hobbit: The Desolation of Smaug,(2013),PG-13,161 min,"Adventure, Fantasy ",7.8,66
The White Ribbon,(2009),R,144 min,"Drama, History, Mystery ",7.8,82
The Girl with the Dragon Tattoo,(2009),R,152 min,"Crime, Drama, Mystery ",7.8,76
The Fighter,(I) (2010),R,116 min,"Biography, Drama, Sport ",7.8,79
Taken,(I) (2008),PG-13,90 min,"Action, Thriller ",7.8,51
The Boy in the Striped Pajamas,(2008),PG-13,94 min,"Drama, War ",7.8,55
Once,(I) (2007),R,86 min,"Drama, Music, Romance ",7.8,88
The Hobbit: An Unexpected Journey,(2012),PG-13,169 min,"Adventure, Fantasy ",7.8,58
The Edge of Heaven,(2007),Not Rated,122 min,Drama ,7.8,85
Atonement,(2007),R,123 min,"Drama, Mystery, Romance ",7.8,85
Drive,(I) (2011),R,100 min,"Crime, Drama ",7.8,78
American Gangster,(2007),R,157 min,"Biography, Crime, Drama ",7.8,76
Avatar,(2009),PG-13,162 min,"Action, Adventure, Fantasy ",7.8,83
Mr. Nobody,(2009),R,141 min,"Drama, Fantasy, Romance ",7.8,63
Apocalypto,(2006),R,139 min,"Action, Adventure, Drama ",7.8,68
Little Miss Sunshine,(2006),R,101 min,"Comedy, Drama ",7.8,80
Hot Fuzz,(2007),R,121 min,"Action, Comedy, Mystery ",7.8,81
The Curious Case of Benjamin Button,(2008),PG-13,166 min,"Drama, Fantasy, Romance ",7.8,70
Veer-Zaara,(2004),Not Rated,192 min,"Drama, Family, Musical ",7.8,67
Adam's Apples,(2005),R,94 min,"Comedy, Crime, Drama ",7.8,51
Pride & Prejudice,(2005),PG,129 min,"Drama, Romance ",7.8,82
The World's Fastest Indian,(2005),PG-13,127 min,"Biography, Drama, Sport ",7.8,68
Tokyo Godfathers,(2003),PG-13,92 min,"Animation, Adventure, Comedy ",7.8,73
Serenity,(2005),PG-13,119 min,"Action, Adventure, Sci-Fi ",7.8,74
Walk the Line,(2005),PG-13,136 min,"Biography, Drama, Music ",7.8,72
Evil,(2003),Not Rated,113 min,Drama ,7.8,61
The Notebook,(2004),PG-13,123 min,"Drama, Romance ",7.8,53
The Motorcycle Diaries,(2004),R,126 min,"Adventure, Biography, Drama ",7.8,75
Lilya 4-Ever,(2002),R,109 min,"Crime, Drama ",7.8,82
The Triplets of Belleville,(2003),PG-13,80 min,"Animation, Comedy, Drama ",7.8,91
Joint Security Area,(2000),Not Rated,110 min,"Action, Drama, Thriller ",7.8,58
The Count of Monte Cristo,(2002),PG-13,131 min,"Action, Adventure, Drama ",7.8,61
Waking Life,(2001),R,99 min,"Animation, Drama, Fantasy ",7.8,83
Remember the Titans,(2000),PG,113 min,"Biography, Drama, Sport ",7.8,48
"Crouching Tiger, Hidden Dragon",(2000),PG-13,120 min,"Action, Adventure, Fantasy ",7.8,94
All About My Mother,(1999),R,101 min,Drama ,7.8,87
Cast Away,(2000),PG-13,143 min,"Adventure, Drama, Romance ",7.8,73
The Boondock Saints,(1999),R,108 min,"Action, Crime, Thriller ",7.8,44
The Insider,(1999),R,157 min,"Biography, Drama, Thriller ",7.8,84
October Sky,(1999),PG,108 min,"Biography, Drama, Family ",7.8,71
Shrek,(2001),PG,90 min,"Animation, Adventure, Comedy ",7.8,84
Titanic,(1997),PG-13,194 min,"Drama, Romance ",7.8,75
Fireworks,(1997),,103 min,"Crime, Drama, Romance ",7.8,
Gattaca,(1997),PG-13,106 min,"Drama, Sci-Fi, Thriller ",7.8,64
The Game,(1997),R,129 min,"Action, Drama, Mystery ",7.8,61
Breaking the Waves,(1996),R,159 min,Drama ,7.8,76
Ed Wood,(1994),R,127 min,"Biography, Comedy, Drama ",7.8,70
What's Eating Gilbert Grape,(1993),PG-13,118 min,Drama ,7.8,73
Tombstone,(1993),R,130 min,"Action, Biography, Drama ",7.8,50
The Sandlot,(1993),PG,101 min,"Comedy, Drama, Family ",7.8,55
The Remains of the Day,(1993),PG,134 min,"Drama, Romance ",7.8,84
Naked,(1993),Not Rated,132 min,"Comedy, Drama ",7.8,84
The Fugitive,(1993),PG-13,130 min,"Action, Crime, Drama ",7.8,87
A Bronx Tale,(1993),R,121 min,"Crime, Drama, Romance ",7.8,80
Batman: Mask of the Phantasm,(1993),PG,76 min,"Animation, Action, Crime ",7.8,
Hard Boiled,(1992),R,128 min,"Action, Crime, Thriller ",7.8,
Night on Earth,(1991),R,129 min,"Comedy, Drama ",7.8,68
The Double Life of Véronique,(1991),R,98 min,"Drama, Fantasy, Music ",7.8,86
